"sentence_id";"cleanliness_presence";"cleanliness_positive";"cleanliness_negative";"comfort_presence";"comfort_positive";"comfort_negative";"amenities_presence";"amenities_positive";"amenities_negative";"staff_presence";"staff_positive";"staff_negative";"value_presence";"value_positive";"value_negative";"wifi_presence";"wifi_positive";"wifi_negative";"location_presence";"location_positive";"location_negative";"other_presence";"other_positive";"other_negative";"sentence"
1240346505;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il receptionist era gentilissimo"
1240345675;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"diseducazione dello staff in complicit  con clienti ad emanare in tarda serata vociare e altei rumori molesti."
1240349252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"La posizione è strategica, decisamente comoda per i mezzi pubblici e le principali attrazioni."
1240345072;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"stanza bella e pulita."
1240343868;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"La posizione strategica e la colazione varia ed abbondante."
1240345317;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La colazione è ottima e variegata."
1240345423;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Colazione abbondante e molto buona, posizione ottima in quanto la struttura è posta proprio tra il lungomare e il centro storico."
1240351572;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"L'odore di fumo nella stanza"
1240346288;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Niente da segnalare tranne che questa volta ci è capitato un bagno con un lavandino microscopico  si può fare di più"
1240346607;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Accoglienza gentile, professionale, disponibili."
1240349641;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"la camera era molto piccola"
1240348652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"la posizione, dalla stazione è facile arrivare, ed è vicino al centro."
1240348517;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"In reception sembrava dare fastidio la tua presenza."
1240342663;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La comodità ed il confort"
1240351052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizione perfetta per chi deve soggiornare  al volo  e prendere il treno."
1240345233;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ottima scelta buffet per tutti gusti."
1240349770;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Accoglienza in struttura da parte di una signora che non era a conoscenza neanche delle camere libere."
1240344836;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Cortesia e professionalità dello staff"
1240346479;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;"Parcheggio con tariffa giornaliera che in realtà termina alle ore 11, ore aggiuntive a 5  l'una."
1240348441;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizione suggestiva con vista sul golfo  staff pronto e cordiale  camera confortevole, per quanto un po' piccola  ottimo prezzo  drink di benvenuto  reception H24."
1240347086;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;"Bagni fatiscenti, posizione della struttura sgradevole , piena di extracomunitari"
1240348017;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;"Posizione strategica  pochi minuti a piedi dalla stazione centrale di piazza Garibaldi , portiere di notte presente e cordiale, struttura interna particolarissima"
1240346536;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Prodotti a pagamento in una suite da 340 Se io fossi in loro farei pagare 20  in più la stanza ma metterei tutto gratis nella stanza"
1240344222;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"In bagno 1 solo schampo e 1 solo bagno doccia per 2 persone."
1240342903;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Rientrati in albergo alle 00 00 nessuno in portineria."
1240348689;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Colazione abbondante e camere spaziose."
1240351624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"la posizione  tra la stazione ed il centro"
1240350534;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Ottima posizione per chi è in viaggio di lavoro, molto buona qualità stanza, servizio, pulizia, comfort."
1240345499;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ottima la visuale dalla hall, dal ristorante e da alcune camere."
1240348822;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"In definitiva ho pagato 20 euro di più per il servizio di check in posticipato, pur avendo appurato che l'impiegato era comunque presente, dato che consegnave  e ritirava le chiavi di altri clienti... ."
1240347529;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Molto pulito e il personale è molto gentile e cortese."
1240348958;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La colazione offerta era super."
1240344674;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;"Ci avete dato una camera buia senza luce che si affacciava direttamente su un altro edificio."
1240344551;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"Camera ottima e proporzionata al costo."
1240342659;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"Solo per questo  che comunque non è poco ,non lo consiglierei."
1240351198;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;"Struttura vecchia con arredamento essenziale e datato, ma comodo sia per la posizione che per il prezzo."
1240346896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Straordinaria posizione  vicino alle principali attrazioni dell'area storica greco romana e la metropolitana Università."
1240346946;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;"Ottima posizione, buona e abbondante  colazione e ottimi luoghi comuni, la gentilezza del personale e delle cameriere dei piani."
1240346404;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"posizione ottima, personale super gentile, ottima colazione"
1240349888;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Mi hanno mandato a 6 isolati più lontano ed ecco  Stanza a piano terra, serratura camera guasta, bagno esterno stessi problemi serratura, 2 letti a castello in ferro  tipo galera ,scrivania e comodino ammaccati, muri scrostati, niente moquette e o tappeti sul pavimento, lampada a muro con fili scoperti, nessuna possibilità di aprire finestra."
1240349961;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camera pulita e curata, buona colazione"
1240347844;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"personale alla reception non sempre così aperto e disponibile"
1240345123;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Staff Cordiale e Professionale."
1240342578;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il materasso  ottimo e l'insonorizzazione della stanza"
1240349998;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Sebbene il la struttura non abbia un parcheggio interno, è convenzionata con un garage a meno di 5 minuti di distanza."
1240348276;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Personale disponibilissimo e cortese."
1240343922;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Camera con vista Torre degli Asinelli e bagno comodo e pulito."
1240345322;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Molti gradini  93  Ascensore piccolo."
1240349366;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"A Napoli non ci si può aspettare un caffè dalla macchinetta E senza nemmeno una sfogliatella o un bel Buffet con dolci tipici"
1240347199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;"situato vicinissimo alla stazione centrale ma quella è una zona pericolosissima."
1240346651;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"tutt o pulito ed ordinato."
1240346219;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La pulizia della camera ineccepibile."
1240349414;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"Il ragazzo che ci ha accolto non è stato esaustivo, in bagno i prodotti x l'igiene erano solo x un ospite e eravamo in due ."
1240344933;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Personale molto cordiale e professionale"
1240346054;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ristorante e sala colazioni freddina."
1240350105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"La posizione è eccezionale."
1240349455;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"molto bella la sala per la colazione."
1240345400;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camera molto confortevole e pulita, luminosa con un'ampia finestra  il bagno, anch'esso pulito e con una doccia molto grande."
1240345057;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Qui al contrario sempre disponibile e sorridente."
1240346935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"da rimodernare è molto datato e poco curato"
1240344946;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Cordialità e gentilezza del personale e camere curate"
1240344999;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Coperte sporche con odore di stantio."
1240348392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"La posizione è straordinaria, è possibile visitare moltissimi luoghi andando a piedi e si è  immersi  in una Napoli attuale ma in cui si sente il  respiro  di Di Giacomo, Viviani, e De Filippo"
1240351441;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Colazione buona e varietà di scelta, terrazza panoramica piano da cui si può ammirare Bologna, zona tranquilla."
1240347155;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"preaddebito su carta di credito non ancora rimborsato dopo 10 giorni."
1240348076;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Frigo bar vuoto Acqua minerale di cortesia, una solo bottiglia per due notti."
1240343646;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Temperatura della stanza leggermente troppo alta per la stagione."
1240349991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Tutto , in particolare la posizione e il panorama   camera superior vista mare"
1240343270;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Materasso scomodo e colazione non buona."
1240345211;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La nostra stanza era molto bella ma il bagno o la ventola mandano odore un po' sgradevole."
1240347400;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Si dichiarano  pet friendly  ed in effetti hanno accolto il nostro cane anche senza richiedere alcun supplemento  tuttavia esigono di non lasciare mai solo l animale in camera nemmeno X il breve tempo della colazione, obbligando gli ospiti a fare colazione singolarmente."
1240348805;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Ottima posizione, staff gentile, buona colazione"
1240348519;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Pulizia della camera che lascia a desiderare, doccia piccola e scomoda."
1240350532;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Lo staff è stato gentile e disponibile."
1240343757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Nelle immediate vicinanza tanti bar e anche trattorie dove gustare piatti tipici."
1240348388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"La posizione, davvero invidiabile"
1240344068;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;"Giusto la posizione e il receptionist disponibile"
1240351257;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Vicino alla stazione, silenzioso"
1240344938;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"letto cuscini e copriletto buoni , senza il dannato piumone che c'è altrove."
1240347860;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"l'hotel è bello, ben tenuto  il parcheggio a circa 350 metri è abbastanza comodo..."
1240348297;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"La camera perfetta come sempre, e staff molto gentile."
1240348699;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Stanza piccola ma pulita."
1240345682;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Il bagno, la pulizia e la gentilezza e disponibilità del personale."
1240346363;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;"Lo staff è stato disponibile e solare, la struttura è ideata per garantire l'indispensabile per chi viaggia."
1240342800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Posizione molto comoda e facilmente raggiungibile a piedi dalla stazione centrale."
1240347871;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Colazione buona, il distribuitore di caffè a disposizone dei clienti H24 è un plus che non mi era mai capitato"
1240348087;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camera mini"
1240347398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;"La posizione della struttura è un po' fuori dal centro, ma in compenso è vicina al capolinea degli autobus"
1240348071;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camere non insonorizzate, si sente continuamente rumore dalla strada"
1240351259;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Comodità della stanza e posizione ottimale"
1240351168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"la posizione è centrale, nel vero centro storico."
1240347618;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"Rapporto qualità prezzo veramente ottimo."
1240345122;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camera comoda, silenziosa e pulita."
1240346625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Toglierei la moquette dal pavimento ."
1240343242;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;"Staff molto educato e gentile, la camera corrispondeva alla descrizione"
1240351157;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Bella la stanza e anche il bagno"
1240348518;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"doccia davvero bella e comoda."
1240344804;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"ottima la colazione, molto belli gli arredi."
1240350461;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"buona la colazione e la posizone, carina la camera."
1240345201;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La pulizia delle camere è assolutamente da migliorare... anche le camere da rifare...odore di muffa e rubinetto del bagno arrugginito."
1240351240;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Durante la colazione parte del cibo era avariata  può capitare  e lo staff non ha fatto nulla né per scusarsi dell'inconveniente né  soprattutto per controllare ritirare il resto del vassoio fruibile per gli altri ospiti"
1240347422;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Ampia la camera con la presenza di tutti i servizi"
1240346680;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Forse si potrebbe rivedere l'isolamento acustico delle stanze."
1240347934;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"ottimo rapporto qualità prezzo"
1240345069;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"TROPPO CARO IL SERVIZIO IN CAMERA PER UN PIETANZA"
1240350160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"a due passi dalla stazione centrale."
1240343126;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"L'addetto alla reception è scappato in cerca di aiuto e ha lasciato me a fare da traduttrice con inglesi e francesi spaesati come me.  Dopo 25 30 minuti ho potuto, insistendo, avere accesso alla mia stanza."
1240350470;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Cambierei i cuscini del letto."
1240349768;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Clienti e titolare hanno fatto baccano sino a tardi, non limitando il tono della voce  porte di cartapesta ."
1240345381;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Locazione appartamento fantastica, stanze grandi e soleggiate."
1240349457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"Ci siamo trovati bene."
1240351409;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Buona la colazione ma migliorabile offrendo più scelta sul salato."
1240350262;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Orario colazione troppo tardi"
1240349341;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Staff cortese e collaborativo."
1240351367;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La Hall e la zona colazioni risultano essere alquanto piccole."
1240346999;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;"L'hotel avrebbe bisogno di una ristrutturazione  non è il linea con il prezzo richiesto"
1240347280;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Non ho mai successo che pacchegiatto nel paccheggio di hotel ti rubano"
1240348921;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"nella stanza  per quanto grande  mancava un comodino e in un hotel dovrebbe essere fondamentale per rendere la stanza completa"
1240346472;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;"L'accoglienza al ricevimento, frettoloso e con poche informazioni."
1240347083;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;"La stanza ed il bagno molto puliti, lo staff simpatico e gentilissimo, i cornetti al pistacchio ottimi, la posizione è comodissima e il canale sul retro dell'hotel ha un certo fascino."
1240351270;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"camere da sistemare   strutturalmente , materassi con le molle che escono, riscaldamento  assente prima delle 20.00 e fuori c'erano 6 gradi."
1240344751;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Per me da sola è andata bene, ma in due avremmo dormito veramente male... oppure mi hanno dato una singola senza avvertirmi."
1240342579;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La camera era datata e usurata ."
1240350958;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"L'isolamento acustico delle finestre mi è parso non completo"
1240343876;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Stanza molto pulita e letto comodo"
1240344515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;"Servizio wi fi perchè ogni giorno richiede di ricollegarsi"
1240351366;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;"La struttura attualmente sarebbe adeguata per i servizi offerti da un Hotel a tre stelle, pertanto risulta essere eccessivo il rapporto costo per notte."
1240345168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Arredamento un po' datato."
1240347584;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Egregia gestione dei titolari."
1240349854;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Anzi, siamo stati posizionati davanti alla porta di uscita verso il terrazzo, dove stazionava il personale di servizio addetto alla sala e con un grosso via vai di persone che uscivano ed entravano."
1240350708;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"La colazione è scarna, un croissant freddo e un cappuccino."
1240342429;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camera con letti obsoleti e rumorosi puzza negli scarichi del lavandino doccia,decisamente una camera non all'altezza della struttura e delle sue 4 stelle,una colazione comunque veramente ottima e un personale qualificato ,professionale e gentile,peccato solo per le condizioni fatiscenti del primo piano e della Camera in questione la 111 che sembra ricavata da un ex deposito in fretta e furia,la reception si è scusata alla nostra partenza e questo forse ci farà ritornare,una struttura di altri tempi e fasti che adesso sembra e ribadisco sembra decadente,spero che migliorino,un peccato non farlo...."
1240347853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;"Hall praticamente inesistente"
1240348752;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Per prendere l'ascensore occorrono 10 cent nei giorni feriali e, se qualcuno  come capita spesso  dimentica le porte aperte l'ascensore non funziona  siamo nel 2016"
1240346498;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;"Ottimo rapporto qualità prezzo, la colazione era ottima, con grande varietà di scelta e abbondante."
1240343257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"Anche la vicinanza con dei buoni ristoranti nel Borgo Marinari di Castel dell'Ovo gioca molto a favore."
1240347692;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Camera standard con letto alla francese di dimensioni minuscole."
1240343830;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Manca un vero armadio, che per soggiorni più lunghi potrebbe fare comodo."
1240347875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;"A due passi dalla Metro"
1240348503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"L'arredo dell'hotel è sfizioso e curato."
1240346613;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Piccoli comodo accorgimenti, come la cabina armadio separata con un ampio specchio, le pantofole, doppi cuscini e il bollitore elettrico."
1240343877;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Bidet con troppo poco spazio per persone con altezza sopra la media"
1240344703;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;"Personale disponibile, cortese e preparato."
1240342718;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Un plauso anche al servizio in camera  i pasti vengono consegnati caldi e presentati bene  a differenza di altre strutture ."
